Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
291,,Marisa,Benavides,4/28/98,Right,58249,732.0463302,-2.999161403,-7.320463302,5.831,-393.4313598,609.4897794,-5.369639721,961.2404947,2.617645583,0.936306,-252.96732,194.19
292,,Demetrius,Mcnair,1/23/97,Right,44841,-461.1215881,3.387471321,4.611215881,5.789,532.1138025,620.6568821,3.265063141,1056.489134,7.380985928,-0.549573093,-231.39707,9.77
293,,Marcellus,Kirk,10/13/99,Left,,640.0633284,4.08016452,-6.400633284,3.473,-685.3533414,443.7539341,2.343362046,,8.298561023,0.942724676,-247.31282,62.01
294,,Archie,Magee,8/22/01,Left,53884,691.3071927,4.970548115,-6.913071927,6.009,-293.1004886,350.3814126,5.080197241,1042.719702,1.72190759,0.018701647,-245.67251,-38.13
295,,Mohammed,Hawthorne,4/19/98,Left,28754,342.6233169,-6.373340858,-3.426233169,4.483,-745.5598624,566.2113228,,956.1595058,4.287212928,0.315428346,-252.49698,193.77
296,,Sharon,Corbin,7/22/99,Left,43447,-447.1285866,-3.866651139,4.471285866,-3.67,-617.0388183,427.7964963,4.362326763,1056.24992,10.54444588,-0.447023563,-248.32283,-36.64
297,,Carla,Null,9/26/97,Right,59613,652.3458874,4.428998525,-6.523458874,4.873,-706.4176827,399.7803167,1.48269315,1070.34081,4.404896134,-1.338233906,-247.97136,15.74
298,,Magdalena,Gonzales,11/21/97,Right,44498,606.7156968,5.004513227,-6.067156968,5.109,-540.5153417,394.7960591,3.426388529,1054.747349,4.698540969,-0.14948114,-245.46342,17.46
299,,Elisha,Mattox,9/19/00,Left,48128,529.0130316,6.144434151,-5.290130316,4.511,-454.0901785,354.5866692,6.750660627,1047.320406,4.165701071,1.612804499,-244.10968,-32.17
300,,Emma,Manley,11/24/97,Right,59239,495.4249716,4.287185691,-4.954249716,4.688,-728.7614457,450.7719753,5.661147117,1062.808828,8.77256044,-0.411043865,-244.88116,-1.33
301,,Roberto,Sell,11/4/99,Left,57192,579.5614066,5.433945473,-5.795614066,4.17,-595.6756307,338.9972012,5.089843496,1066.63948,3.866585484,-0.610604454,-246.54779,-42.33
302,,Luigi,Pruitt,11/7/00,Left,35524,826.5274098,3.828514514,-8.265274098,7.413,-757.7563594,444.5593784,6.329829257,1063.62725,,-0.68023691,-244.35225,21.21
303,,Royce,Linares,7/31/97,Right,58131,196.3532928,6.926228976,-1.963532928,5.782,-732.8023692,401.1873834,6.994940868,1060.956112,5.31416598,-0.86066093,-240.14416,-36.98
304,,Chrystal,Purdy,1/28/00,Left,48306,-679.018286,4.300652442,6.79018286,3.792,681.4846395,560.2659975,4.138450251,1064.680921,,-0.066291841,-230.82475,-40.15
305,,Chauncey,Otto,10/13/98,Left,38288,-413.8667591,-6.438093032,4.138667591,-6.191,-561.7138228,401.9397888,4.924864348,1076.495833,13.37807754,0.203633902,-251.52742,-67.58
306,,Shirley,Keyes,3/23/97,Left,57198,474.7268164,1.147618134,-4.747268164,5.653,-828.1165979,478.4414297,1.428673011,1079.539068,8.632439702,1.478030197,-246.81785,23.8
307,,Lacy,Layne,4/30/97,Right,12871,-347.9132507,6.249342665,3.479132507,4.717,671.8162809,553.778844,4.607789471,1073.311873,8.420180805,-1.127018215,-229.44915,18.61
308,,Shelby,Mcnamara,12/14/97,Left,82041,416.5505107,4.803952283,-4.165505107,5.114,-715.3250284,421.5721923,2.217560652,1071.353488,3.423484091,1.291506092,-246.30753,-21.16
309,,Archie,Wallis,5/6/00,Right,65575,-451.7370599,-3.092111023,4.517370599,-4.74,-287.0934895,,3.887962658,1005.165219,6.500751231,,-249.64231,-16.52
310,,Reuben,Rossi,3/17/01,Left,44345,410.4440517,7.155386743,-4.104440517,5.457,-533.7517686,377.898178,6.741806357,1047.776897,4.495513233,-2.352883075,-241.41739,-15.23
311,,Marcos,Mcgee,3/31/00,Right,39443,497.4465089,4.554376783,-4.974465089,5.903,-612.801785,415.1743959,3.021297218,1056.995557,5.292750389,0.678470337,-243.92371,28.47
312,,Lavern,Sides,11/14/00,Left,52473,414.4201212,6.685949917,-4.144201212,4.27,-379.4418138,342.4922793,2.87289992,1044.789144,-0.184065818,0.698141172,-244.66036,-8.22
313,,Adela,Urbina,8/8/97,Right,51132,161.9296495,-5.867612556,-1.619296495,4.133,-624.5620551,629.5805461,-5.355302315,967.3412576,4.740349052,0.055528311,-251.09125,183.88
314,,Oren,Scanlon,11/27/00,Right,29023,-504.4316135,6.321517674,5.044316135,4.966,607.2066488,566.1885037,3.430857824,1070.422115,6.374062038,0.372937621,-229.27228,11.58
315,,Otha,Vo,7/26/97,Left,62592,424.1888124,6.321198852,-4.241888124,5.082,-656.4915522,404.7762243,1.842500269,,2.667726538,-0.616627196,-244.74546,14.36
316,,Marci,Witcher,10/25/97,Left,52809,-771.8071113,2.961319418,7.718071113,3.316,670.2634549,571.0539291,3.663153964,1062.408805,5.341139832,,-231.58457,-45.14
317,,Chelsea,Watkins,2/16/98,Right,53002,-603.3000226,-3.578674832,6.033000226,-4.869,-586.660636,354.3086858,3.928952898,1059.529592,6.632062889,-0.155944324,-249.38126,-84.15
318,,Bill,Purnell,6/26/98,Left,48422,493.5262796,7.577107575,-4.935262796,4.383,,369.2137738,3.816283569,1050.255259,,-0.412347838,-244.04762,14.62
319,,Arthur,Lindstrom,3/13/97,Left,30469,-508.9919729,-2.752919231,5.089919729,-5.426,-527.338598,414.6966656,2.826734023,1062.690615,10.29219955,,-248.15824,-6.02
320,,Robyn,Wilhite,10/25/98,Left,46508,,-5.379722236,4.875679265,-4.372,-546.5625502,401.6756297,6.668670015,1043.438023,10.52474258,1.129925005,-249.24482,-79.64
321,,Gloria,Beltran,8/11/98,Left,43863,-706.7667947,2.281857684,7.067667947,3.586,484.4464059,581.707228,3.925378705,1029.399805,5.390116625,0.529739605,-232.59965,-1.63
322,,Lissette,Haywood,10/4/97,Left,56024,-478.4931361,3.716005487,4.784931361,4.943,513.2860726,573.9874621,4.762362594,1041.495884,5.182995096,1.472871475,-232.77461,-26.27
323,,Ken,Rutter,4/22/01,Right,67322,-425.4743358,-5.24458498,4.254743358,-4.696,-513.2741499,398.2025805,6.233363112,1032.202057,8.249378986,0.415390004,-251.41826,-94.1
324,,Grant,Yocum,4/8/99,Right,37915,-620.2226448,3.535748711,6.202226448,4.87,510.1520849,576.7850413,5.169765245,1071.035784,8.201253798,0.821016443,-230.06181,-31.45
325,,Jae,Barrows,2/16/00,Left,48177,-710.8130672,5.509801024,7.108130672,2.257,128.9089912,559.6858743,4.779289301,,5.27769467,0.181905807,-232.84217,23.64
326,,Kathrine,Shelley,7/24/98,Left,52174,-264.7275647,-3.332985506,2.647275647,-5.715,-231.806383,491.3451215,0.054108009,1044.467758,9.239761929,-0.659421756,-251.48998,35.14
327,,Rhoda,Marshall,11/17/97,Left,54413,547.29096,3.440178272,-5.4729096,5.849,-836.8766054,440.207846,,1077.973535,6.387536317,-1.492319677,-246.42618,32.12
328,,Simon,Mckenna,3/11/01,Left,50357,-573.2987847,0.219300008,5.732987847,-2.855,-587.1981016,423.262524,3.483147634,1020.664832,5.074415895,-1.400469798,-245.44524,0.43
329,,Hunter,Augustine,2/1/98,Left,31413,624.7102993,-7.05254622,-6.247102993,4.005,-399.6356467,565.1858857,-2.684755456,944.8740204,5.138250731,-0.05988203,-254.45009,170.96
330,,Tyrell,Kell,10/7/01,Left,58160,-528.6574835,5.494008889,5.286574835,5.438,831.8042748,609.0849742,5.277265766,1060.367924,6.164162691,0.971571298,-229.2404,-38.86
331,,Alfred,Barnette,4/3/01,Left,51198,420.0054022,2.415952251,-4.200054022,5.443,-517.3009807,518.2098123,8.717468281,1041.093625,12.21189926,1.578419211,-242.21231,-3.43
332,,Myron,Corbett,10/7/99,Right,46462,832.4336308,-3.967113946,-8.324336308,3.267,-874.4214282,607.9897556,-6.901375057,926.9873286,,-0.086637713,-258.02545,282.43
333,,Abram,Bartley,1/20/97,Right,79712,-645.2589019,5.620571202,6.452589019,4.575,481.6978519,600.3342608,3.979347719,1038.344899,3.192226923,-0.868264978,-231.88405,-27.46
334,,Laureen,Barnhart,5/26/01,Left,71058,-452.7225183,6.319591427,4.527225183,6.812,939.3171351,667.6741651,3.15783217,1060.456665,5.2648017,0.012004917,-228.68376,-10.22
335,,Myrna,Neville,12/10/96,Right,69047,407.2329082,6.856667172,-4.072329082,4.039,-554.1424956,399.14092,6.623929994,1050.48716,4.710409933,0.461137849,-243.81552,-33.44
336,,Arthur,Hancock,3/15/00,Left,40398,-526.5980804,8.317970967,5.265980804,4.628,701.1280351,578.9006709,3.468498874,1051.766351,4.336524353,-0.692706682,-228.67479,23.67
337,,Dario,Mcrae,8/8/99,Right,52494,612.6958375,3.211162101,-6.126958375,6.211,-633.2359192,376.5704704,6.036170892,1067.160622,6.213967391,1.025369061,-245.55347,-48.66
338,,Virginia,Snead,12/20/99,Right,43656,224.6772263,-6.003967435,-2.246772263,4.545,,556.9810031,-5.198425583,961.177157,,-0.592320872,-252.85782,179
339,,Gwendolyn,Hannon,7/26/99,Left,61812,330.8923892,4.206357824,-3.308923892,5.802,-620.3518173,429.8197024,3.128163976,1061.626838,4.388385343,-1.293530563,-243.79427,-8.11
340,,Fabian,Mccullough,8/15/00,Right,55728,386.8405431,3.236681076,-3.868405431,5.031,-524.2132296,438.8615367,3.951273555,1053.712903,5.839372543,0.964528639,-244.59897,-3.25
341,,Destiny,Hiller,10/18/01,Right,42388,-612.730332,-4.724590568,6.12730332,-4.541,-453.323282,386.0083919,5.026978072,1050.223104,8.584841575,-1.576638921,-248.1627,-75.28
342,,Jenny,Hawes,5/21/99,Left,81777,-356.3409091,7.274883009,3.563409091,7.208,699.3659788,577.9014578,2.286395951,1050.175637,0.115983866,-0.723216184,-231.5117,-31.79
343,,Lucille,Castleberry,5/13/99,Right,76972,439.8197937,-3.762297552,-4.398197937,5.076,-389.4598299,665.1338482,-6.324110283,945.175827,1.663454572,0.654839797,-252.48405,200.9
344,,Faustino,Fairbanks,3/4/00,Right,76722,238.8169145,4.917628494,-2.388169145,5.333,,442.4087094,1.770840766,,3.66701268,0.261866936,-244.24325,-6.09
345,,Isaiah,Moya,12/10/99,Left,52248,329.7269065,6.362245611,-3.297269065,5.351,-954.6461347,422.9288011,3.70661357,1076.792117,6.742480286,-0.037257036,-242.70419,18.91
346,,Sandy,Bayer,7/21/98,Right,53137,425.5035797,5.83035345,-4.255035797,5.852,-520.3527733,386.1254808,6.248212451,1049.655255,4.176902832,-1.216526059,-242.53747,-30.29
347,,George,Duggan,11/1/01,Right,77901,-554.0985157,3.487819757,5.540985157,5.391,522.3674141,635.534485,5.267051297,1028.499974,5.440905696,1.08147048,-232.33609,-30.01
348,,Jamie,Martens,11/13/96,Left,40129,-420.6114431,3.916023976,4.206114431,5.583,416.7391027,583.6702145,4.915753136,1056.639307,7.775410422,0.894484255,-231.5156,-5.95
349,,Errol,Salley,10/1/97,Right,37609,-659.1611038,-5.686633659,6.591611038,-6.282,-418.1684505,367.5473941,4.212888123,1068.340124,9.548366217,-1.852896846,-249.60082,-83.83
350,,Doug,Bray,9/4/00,Left,88967,-226.4312584,-6.271639539,2.264312584,-8.183,-427.4269327,386.0652075,2.098612449,1062.098336,7.68939018,-1.15541812,-258.52837,-93.98
351,,Kathi,Pederson,12/5/96,Right,44695,472.2715255,-4.941757417,-4.722715255,5.491,-363.7376904,621.9678069,-5.321251289,940.0186372,2.51087774,0.630148387,-251.61443,207.78
352,,Norbert,Jerome,11/21/00,Left,53711,440.6040557,5.72765502,-4.406040557,3.635,-499.8137324,404.295607,-0.833686976,1053.197062,1.252163121,0.495095621,-246.60538,54.86
353,,Porter,Holloway,5/9/98,Right,53520,-418.0944812,5.851743359,4.180944812,4.987,608.9372949,592.6180776,6.699628977,1062.827411,8.135643626,-0.250214902,-230.24709,-35.38
354,,Wendi,English,8/31/00,Left,33102,-623.6473875,-3.18769257,6.236473875,-2.862,-568.3203333,410.3925041,4.90654636,,9.068491757,0.916685317,-245.30267,-41.17
355,,Shelby,Carrington,4/30/98,Right,33825,559.1954391,4.350432473,-5.591954391,,-435.6755843,397.0027574,6.474138228,,6.953140278,0.988835099,-244.13999,1.56
356,,Louie,Goddard,3/2/01,Left,25186,535.4747401,7.225743412,-5.354747401,5.04,-130.1650483,334.4291408,4.459818994,1019.700112,-0.003466636,0.234156094,-242.58497,19.12
357,,Delbert,Inman,2/8/99,Right,64622,377.1130791,4.41581769,-3.771130791,5.883,-1041.323658,446.2290336,4.846239465,1088.373128,9.083015923,-1.123609628,-243.85386,-14.66
358,,Eddy,Wolcott,5/28/00,Left,41835,633.1754742,-5.13091172,-6.331754742,3.663,-853.5372657,568.6049393,-6.404054503,928.1975972,2.006026007,0.940878478,-256.83041,244.06
359,,Tommie,Epperson,11/19/99,Left,73472,101.5521737,1.936240131,-1.015521737,7.455,-635.6036832,380.992612,4.290163704,1076.644411,2.298576464,0.721693944,-242.71655,-102.04
360,,Reynaldo,Neville,8/1/00,Left,56837,-573.8349986,4.324191084,5.738349986,5.01,874.7933918,628.0032891,5.407737146,1071.494905,8.070133467,0.70248489,-229.23506,-46.66
361,,Danielle,Culpepper,7/16/99,Right,46140,557.9785152,-3.723622144,-5.579785152,6.756,-346.0162262,591.0925561,-4.459034719,970.3299996,2.817313416,-0.927424308,-250.23734,166.96
362,,Venita,Haynes,6/1/01,Left,59723,229.2557763,-4.48799472,-2.292557763,6.623,-98.12660454,638.5049776,-4.240296316,982.1088913,3.191674686,0.647977252,-247.31584,129.35
363,,Williams,Rickman,1/6/98,Right,76205,-360.411444,5.532531739,3.60411444,5.791,768.2154594,608.9131239,6.657682133,1053.257301,6.081924436,0.844040541,-231.14496,-62.8
364,,Bessie,Hirsch,7/30/97,Left,45984,391.7832177,3.012505547,-3.917832177,5.857,-730.7818864,495.020193,6.119082725,1057.940273,10.9274506,1.127045674,-242.45532,18.1
365,,Lillie,Gladden,7/21/97,Left,51258,359.3172351,-3.688339251,-3.593172351,7.04,-545.9042023,614.272334,-5.750565833,957.1111855,1.507101542,1.057625905,-249.47558,192.69
366,,Hugh,Lear,4/16/00,Right,48470,362.1338277,6.346387324,-3.621338277,4.888,-709.3072798,416.8039224,4.729752763,1060.188616,6.066884884,-0.080508633,-242.55581,13.46
367,,Kasey,Camara,8/11/99,Right,38973,364.3891546,4.730201645,-3.643891546,5.112,-300.2086089,,8.339483373,1029.03206,6.471819822,2.127414774,-241.14071,-20.32
368,,Chanda,Mcdade,5/19/01,Left,67545,275.9756702,-3.872032056,-2.759756702,5.077,-619.2945786,636.4257355,-6.606413953,967.6130667,2.41073925,1.521908053,-251.32835,190.76
369,,Olga,Crouch,5/16/99,Right,62824,380.3927365,3.421620411,-3.803927365,3.905,-566.2133518,404.2586705,9.186750039,1058.688521,8.592797183,0.785459968,-244.36896,-76.16
370,,Francesco,Steiner,9/6/99,Right,60037,,,4.161602126,-6.086,-593.1072947,389.490507,2.573482231,1060.590451,7.948541018,0.024107146,-252.03586,-46.9
371,,Mohamed,Harvey,5/22/98,Right,27141,586.8803052,-3.070028783,-5.868803052,7.657,-526.4040791,585.0477143,-6.795737801,938.2285186,0.205601946,0.609208898,-250.19702,244.96
372,,Rhonda,Tibbs,7/22/97,Left,47339,726.525293,-3.467905694,-7.26525293,5.513,-591.8825218,614.6739303,-5.891564889,941.3516068,2.856082185,-1.900607829,-253.77151,238.24
373,,Gale,Wilmoth,9/30/97,Left,57751,-405.6018653,5.250037433,4.056018653,5.715,266.5238052,659.6940916,7.483499495,1051.890383,11.44099125,-0.831431559,-230.18354,1.29
374,,Stephenie,Mesa,7/24/00,Left,61356,297.3477108,4.953354345,-2.973477108,5.002,-624.0258419,418.2311609,3.172393926,1060.206624,3.9945321,0.590736589,-243.83594,-5.1
375,,Sydney,Rosen,6/8/97,Left,83884,164.682571,5.419766706,-1.64682571,5.692,,413.1459098,-1.849452136,1090.625318,0.551655049,0.672104857,-245.23197,-0.02
376,,Williams,Reddy,12/26/99,Right,44625,-674.5250621,5.384972309,6.745250621,2.831,249.7927411,535.6136359,5.612732929,1028.022283,4.910270636,-0.398852914,-232.23301,-3.12
377,,Collin,Slaton,4/4/00,Right,67730,-444.6979896,-6.228201138,4.446979896,-6.951,-413.8225905,387.8274481,3.914832207,1054.446267,8.561106148,-1.310375296,-253.97717,-93.37
378,,Eloy,Cruz,3/10/00,Right,61157,263.4002726,-4.799531153,-2.634002726,5.268,-571.8396529,638.8260289,-6.695473576,937.9753013,,-0.347578816,-251.68137,211.41
379,,Doreen,Ferreira,3/29/01,Right,63499,-419.1191343,-9.68766228,4.191191343,-6.285,-310.1586453,392.3302686,6.938013912,1051.444196,11.34463969,0.169282002,-254.23222,-143.52
380,,Johnie,Cho,11/15/99,Right,17930,768.7703105,-5.699528159,-7.687703105,5.44,-433.9709934,550.0585558,-4.145359898,925.7273953,2.669567791,-0.158924743,-254.07461,219.71
381,,Von,Dupre,12/3/98,Right,47383,505.4756001,4.530756913,-5.054756001,2.915,-533.6400238,434.7247515,5.112212899,1048.924039,7.954527356,-0.149050874,-245.71696,22.61
382,,Griselda,Thompson,10/3/99,Right,56541,426.6377508,-4.884101638,-4.266377508,4.139,-886.9324807,603.3108674,-6.777474338,935.9714858,1.786262959,0.788245074,-255.01863,230.87
383,,Lottie,Miles,4/20/97,Right,37880,320.4009338,-7.084465169,-3.204009338,4.292,-410.4525922,589.5481197,-3.357029994,958.8794525,4.966800986,0.443371372,-251.77155,156.13
384,,Tony,Schwarz,2/27/99,Left,49297,367.4099857,-5.030704565,-3.674099857,5.039,-405.4132443,592.792887,-4.913445179,970.8281816,3.169027806,-0.647210093,-251.2456,161.46
385,,Margo,Milam,7/5/98,Left,53830,528.8933941,-3.229370575,-5.288933941,7.501,-286.8759397,618.769709,-4.615696279,965.9524291,2.296009479,-0.08521384,-249.14775,169.8
386,,Latonya,Amaya,8/19/97,Right,52151,-672.7796024,3.699605005,6.727796024,3.534,742.1342455,549.7832369,4.573940245,1048.59472,4.104647839,0.72061672,-231.79021,-49.41
387,,Ernesto,Soper,3/24/97,Right,55522,-462.6657921,5.238002971,4.626657921,5.501,653.9520226,629.484921,7.123052741,1076.271603,10.28162943,-0.081630695,-228.9608,-44.36
388,,Randell,Treadwell,4/13/97,Right,91534,186.655407,5.414912688,-1.86655407,4.744,-796.0645614,384.2360972,0.170263245,1085.109663,0.09223611,-1.317590674,-246.05342,-41.88
389,,Jeffry,Mccloskey,8/2/01,Right,51189,-378.2112513,4.82555538,3.782112513,5.982,515.286329,644.6315768,6.964533021,1061.185964,10.74362212,-0.511353083,-229.7299,-13.61
390,,Oliver,Heflin,4/15/99,Right,,-473.848195,-5.381594457,4.73848195,-3.445,-434.1944681,420.0054304,6.938229822,1023.032784,8.755956932,2.071070827,-248.9768,-83.78
391,,Graig,Padgett,5/2/99,Left,53411,541.5152184,4.824097874,-5.415152184,7.807,-503.966305,400.2127185,5.261891852,1051.727574,3.759272187,0.526711515,-242.68269,-27.14
392,,Melva,Chastain,10/26/01,Left,81491,398.4003774,3.257349208,-3.984003774,6.909,-402.3214724,388.0618593,1.894686222,,-0.617880708,-1.386635646,-245.76681,-59.14
393,,Ursula,Tyler,2/13/98,Left,70313,-581.7364343,,5.817364343,3.892,268.3013812,628.6451435,5.045303168,1007.445682,5.781133219,0.427484505,-234.21965,9.64
394,,Eddy,Hardison,5/14/01,Right,38245,-134.1920272,6.457299498,1.341920272,8.604,600.1925554,628.806025,2.888423281,1070.624635,7.35984607,0.160912422,-229.266,35.3
395,,Maria,Kidwell,2/6/99,Left,45857,-554.1819323,-5.647655354,5.541819323,-3.799,-591.7646505,392.9734198,7.048482058,1047.648405,10.40874913,1.882786467,-248.39978,-94.89
396,,Frederic,Koonce,11/11/97,Left,51842,632.23353,6.754861628,-6.3223353,3.294,-221.8483972,319.36025,3.921402182,1035.681313,-0.169740659,-1.074303347,-246.87982,-15.53
397,,Eugene,Peralta,11/14/98,Right,61982,292.1087379,5.234529833,-2.921087379,4.23,-787.0360495,433.259967,3.898159704,1069.79411,6.495579301,-2.286537395,-244.01333,1.25
398,,Allan,Bentley,10/13/98,Left,56020,-726.4185526,6.735581859,7.264185526,3.908,511.960762,613.3915138,7.244499045,1042.058804,7.554259282,-0.78881664,-228.2429,-18.27
399,,Clarence,Pope,7/26/99,Left,46452,-735.9397268,7.224871772,,2.889,,513.4574699,3.095942405,1035.331589,0.477165323,0.975627401,-230.70067,-8.78
